loan_amnt,int_rate,installment,home_ownership,annual_inc,verification_status,pymnt_plan,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_amnt,collections_12_mths_ex_med,policy_code,application_type,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_inq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,hardship_flag,debt_settlement_flag,target
8375.0,0.0646,256.54,MORTGAGE,160000.0,Not Verified,n,23.61,0.0,0.0,15.0,0.0,58504.0,23.0,w,5985.37,5985.37,2818.93,2818.93,2389.63,429.3,0.0,0.0,0.0,256.54,0.0,1.0,Individual,0.0,0.0,313878.0,1.0,6.0,0.0,1.0,17.0,53529.0,59.0,1.0,1.0,13591.0,60.0,98000.0,1.0,0.0,1.0,3.0,20925.0,31585.0,44.1,0.0,0.0,144.0,381.0,11.0,6.0,3.0,43.0,8.0,0.0,4.0,6.0,5.0,5.0,11.0,7.0,9.0,6.0,15.0,0.0,0.0,0.0,2.0,100.0,20.0,0.0,0.0,408570.0,112033.0,56500.0,90270.0,N,N,low_risk
23000.0,0.0646,704.51,RENT,95836.0,Not Verified,n,7.21,0.0,1.0,9.0,0.0,22120.0,11.0,w,0.0,0.0,23163.67,23163.67,23000.0,163.67,0.0,0.0,0.0,353.88,0.0,1.0,Individual,0.0,0.0,98659.0,0.0,2.0,0.0,0.0,115.0,76539.0,145.0,0.0,0.0,7745.0,108.0,25900.0,0.0,0.0,1.0,0.0,10962.0,3413.0,85.8,0.0,0.0,119.0,246.0,39.0,39.0,0.0,39.0,0.0,0.0,5.0,6.0,6.0,6.0,2.0,7.0,9.0,6.0,9.0,0.0,0.0,0.0,0.0,90.9,50.0,0.0,0.0,103268.0,98659.0,24100.0,77368.0,N,N,low_risk
23000.0,0.0646,704.51,RENT,52000.0,Not Verified,n,23.79,0.0,1.0,11.0,0.0,22906.0,17.0,w,15821.61,15821.61,8437.61,8437.61,7178.39,1259.22,0.0,0.0,0.0,704.51,0.0,1.0,Individual,0.0,0.0,30857.0,0.0,1.0,0.0,0.0,53.0,7951.0,29.0,0.0,2.0,5598.0,54.0,30500.0,1.0,0.0,2.0,2.0,2805.0,4594.0,83.3,0.0,0.0,53.0,168.0,15.0,15.0,2.0,15.0,4.0,0.0,9.0,9.0,9.0,12.0,1.0,10.0,14.0,9.0,11.0,0.0,0.0,0.0,0.0,94.1,77.8,0.0,0.0,57697.0,30857.0,27500.0,27197.0,N,N,low_risk
18000.0,0.1524,430.49,MORTGAGE,126000.0,Source Verified,n,10.99,3.0,2.0,8.0,0.0,1510.0,41.0,w,15861.72,15861.72,4274.42,4274.42,2138.28,2136.14,0.0,0.0,0.0,430.49,0.0,1.0,Individual,0.0,0.0,175380.0,2.0,3.0,1.0,1.0,3.0,43498.0,76.0,1.0,1.0,1090.0,72.0,4700.0,0.0,3.0,2.0,2.0,25054.0,1610.0,40.4,0.0,0.0,164.0,205.0,6.0,3.0,3.0,6.0,1.0,9.0,1.0,2.0,2.0,15.0,4.0,4.0,34.0,2.0,8.0,0.0,0.0,3.0,2.0,65.0,0.0,0.0,0.0,219792.0,45008.0,2700.0,57532.0,N,N,low_risk
8500.0,0.17739999999999997,306.19,MORTGAGE,65000.0,Source Verified,n,13.24,0.0,0.0,6.0,1.0,4972.0,12.0,w,0.0,0.0,9526.49,9526.49,8500.0,1026.49,0.0,0.0,0.0,5893.72,0.0,1.0,Individual,0.0,0.0,358964.0,0.0,3.0,2.0,3.0,8.0,21439.0,83.0,0.0,0.0,2678.0,84.0,5500.0,2.0,1.0,2.0,5.0,59827.0,528.0,90.4,0.0,0.0,85.0,103.0,87.0,8.0,2.0,87.0,8.0,0.0,2.0,2.0,2.0,2.0,6.0,2.0,4.0,2.0,6.0,0.0,0.0,0.0,2.0,90.9,100.0,1.0,0.0,375161.0,26411.0,5500.0,26001.0,N,N,low_risk
4800.0,0.16949999999999998,171.02,RENT,178800.0,Not Verified,n,17.47,1.0,1.0,10.0,0.0,3398.0,30.0,w,0.0,0.0,5066.1,5066.1,4800.0,266.1,0.0,0.0,0.0,4557.56,0.0,1.0,Joint App,0.0,0.0,100313.0,3.0,6.0,4.0,8.0,3.0,96915.0,82.0,0.0,0.0,3171.0,75.0,15600.0,5.0,8.0,1.0,8.0,10031.0,12202.0,21.8,0.0,0.0,130.0,102.0,40.0,3.0,0.0,63.0,3.0,0.0,2.0,2.0,4.0,7.0,20.0,4.0,10.0,2.0,10.0,0.0,0.0,0.0,4.0,93.3,25.0,0.0,0.0,133904.0,100313.0,15600.0,118304.0,N,N,low_risk
10000.0,0.0756,311.34,OWN,38500.0,Not Verified,n,17.71,0.0,0.0,5.0,0.0,5679.0,19.0,w,7445.0,7445.0,3105.0,3105.0,2555.0,550.0,0.0,0.0,0.0,311.34,0.0,1.0,Individual,0.0,0.0,23095.0,0.0,2.0,0.0,1.0,22.0,17416.0,55.0,0.0,0.0,5228.0,43.0,22300.0,1.0,0.0,0.0,1.0,4619.0,16621.0,25.5,0.0,0.0,271.0,108.0,39.0,22.0,0.0,39.0,22.0,0.0,2.0,2.0,3.0,4.0,14.0,3.0,5.0,2.0,5.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,53923.0,23095.0,22300.0,31623.0,N,N,low_risk
36000.0,0.08810000000000001,1141.61,OWN,160000.0,Not Verified,n,38.47,1.0,0.0,11.0,0.0,206566.0,18.0,w,25156.82,25156.82,13664.08,13664.08,10843.18,2820.9,0.0,0.0,0.0,1141.61,0.0,1.0,Individual,0.0,0.0,486155.0,0.0,2.0,0.0,1.0,22.0,12112.0,20.0,0.0,0.0,41674.0,50.0,269200.0,1.0,0.0,3.0,1.0,44196.0,14031.0,80.6,0.0,0.0,82.0,439.0,77.0,22.0,2.0,157.0,9.0,0.0,5.0,7.0,6.0,9.0,3.0,8.0,13.0,7.0,11.0,0.0,0.0,0.0,0.0,88.9,66.7,0.0,0.0,729200.0,218678.0,104200.0,60000.0,N,N,low_risk
15950.0,0.11019999999999999,346.96,MORTGAGE,45000.0,Not Verified,n,32.56,0.0,0.0,8.0,0.0,2794.0,12.0,w,13418.85,13418.85,4143.99,4143.99,2531.15,1612.84,0.0,0.0,0.0,346.96,0.0,1.0,Joint App,0.0,0.0,329372.0,0.0,3.0,0.0,1.0,14.0,31265.0,52.0,0.0,0.0,1489.0,49.0,8800.0,1.0,0.0,0.0,1.0,41172.0,1806.0,60.7,0.0,0.0,60.0,297.0,27.0,14.0,3.0,110.0,14.0,1.0,2.0,2.0,2.0,3.0,3.0,4.0,6.0,2.0,8.0,0.0,0.0,0.0,0.0,91.7,50.0,0.0,0.0,396394.0,34059.0,4600.0,60165.0,N,N,low_risk
40000.0,0.1033,856.4,MORTGAGE,140000.0,Not Verified,n,17.89,0.0,0.0,7.0,0.0,19217.0,14.0,w,34118.45,34118.45,9374.49,9374.49,5881.55,3492.94,0.0,0.0,0.0,856.4,0.0,1.0,Individual,0.0,88.0,182123.0,0.0,2.0,0.0,1.0,19.0,28870.0,49.0,0.0,0.0,14209.0,54.0,30300.0,1.0,0.0,0.0,1.0,26018.0,3091.0,82.1,0.0,0.0,73.0,291.0,73.0,19.0,1.0,73.0,13.0,0.0,1.0,3.0,2.0,4.0,3.0,4.0,10.0,3.0,7.0,0.0,0.0,0.0,0.0,85.7,50.0,0.0,0.0,318160.0,48087.0,17300.0,58913.0,N,N,low_risk
18000.0,0.11019999999999999,589.47,MORTGAGE,100000.0,Source Verified,n,14.11,0.0,2.0,12.0,0.0,12958.0,34.0,w,13488.91,13488.91,5883.68,5883.68,4511.09,1372.59,0.0,0.0,0.0,589.47,0.0,1.0,Individual,0.0,0.0,474089.0,4.0,3.0,1.0,3.0,5.0,64884.0,100.0,2.0,4.0,7251.0,60.0,64000.0,1.0,3.0,6.0,8.0,39507.0,49599.0,19.4,0.0,0.0,161.0,197.0,1.0,1.0,1.0,6.0,1.0,2.0,4.0,5.0,7.0,13.0,11.0,8.0,21.0,5.0,12.0,0.0,0.0,0.0,4.0,79.4,0.0,0.0,0.0,526450.0,77842.0,61500.0,64950.0,N,N,low_risk
19000.0,0.1033,616.03,MORTGAGE,90000.0,Not Verified,n,19.13,1.0,0.0,8.0,0.0,16422.0,17.0,w,13269.8,13269.8,7381.46,7381.46,5730.2,1651.26,0.0,0.0,0.0,616.03,0.0,1.0,Joint App,0.0,0.0,274004.0,0.0,2.0,0.0,0.0,27.0,35231.0,62.0,0.0,3.0,570.0,67.0,21100.0,0.0,2.0,0.0,4.0,34251.0,2230.0,20.4,0.0,0.0,159.0,116.0,13.0,9.0,1.0,13.0,13.0,0.0,1.0,4.0,2.0,5.0,4.0,5.0,12.0,4.0,8.0,0.0,0.0,0.0,1.0,88.2,0.0,0.0,0.0,301828.0,51653.0,2800.0,56553.0,N,N,low_risk
8500.0,0.08810000000000001,269.55,RENT,48000.0,Not Verified,n,13.33,0.0,0.0,8.0,0.0,7606.0,8.0,w,5911.38,5911.38,3230.44,3230.44,2588.62,641.82,0.0,0.0,0.0,269.55,0.0,1.0,Individual,0.0,0.0,10788.0,1.0,1.0,0.0,1.0,20.0,3182.0,50.0,1.0,4.0,1704.0,44.0,18200.0,1.0,0.0,0.0,5.0,1349.0,8361.0,30.9,0.0,0.0,20.0,38.0,0.0,0.0,0.0,0.0,20.0,0.0,5.0,7.0,5.0,5.0,1.0,7.0,7.0,7.0,8.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,24600.0,10788.0,12100.0,6400.0,N,N,low_risk
4000.0,0.16949999999999998,142.52,OWN,30000.0,Not Verified,n,32.96,0.0,0.0,14.0,0.0,17550.0,26.0,w,2883.67,2883.67,1702.71,1702.71,1116.33,586.38,0.0,0.0,0.0,142.52,0.0,1.0,Individual,0.0,0.0,23386.0,0.0,2.0,0.0,1.0,17.0,5836.0,65.0,1.0,2.0,4038.0,50.0,37800.0,1.0,0.0,0.0,3.0,1799.0,15094.0,51.3,0.0,0.0,237.0,154.0,12.0,12.0,0.0,50.0,17.0,0.0,7.0,10.0,7.0,8.0,9.0,12.0,17.0,10.0,14.0,0.0,0.0,0.0,1.0,100.0,14.3,0.0,0.0,46799.0,23386.0,31000.0,8999.0,N,N,low_risk
12000.0,0.1308,273.53,RENT,64000.0,Not Verified,n,26.89,0.0,1.0,14.0,1.0,1740.0,47.0,w,11345.33,11345.33,2166.44,2166.44,654.67,1511.77,0.0,0.0,0.0,273.53,0.0,1.0,Individual,0.0,0.0,84140.0,1.0,4.0,1.0,2.0,3.0,82400.0,62.0,1.0,2.0,1051.0,35.0,48900.0,2.0,12.0,2.0,4.0,6010.0,33360.0,5.0,0.0,0.0,174.0,175.0,9.0,3.0,1.0,9.0,3.0,0.0,2.0,2.0,5.0,7.0,9.0,10.0,35.0,2.0,14.0,0.0,0.0,0.0,2.0,100.0,0.0,1.0,0.0,150268.0,84140.0,35100.0,101368.0,N,N,low_risk
24000.0,0.2565,962.51,MORTGAGE,135000.0,Not Verified,n,36.32,0.0,0.0,18.0,0.0,96751.0,30.0,w,17924.3,17924.3,11464.62,11464.62,6075.7,5388.92,0.0,0.0,0.0,962.51,1.0,1.0,Individual,0.0,198.0,395344.0,1.0,6.0,2.0,3.0,4.0,103604.0,81.0,1.0,1.0,31077.0,86.0,105200.0,0.0,1.0,2.0,4.0,21964.0,6001.0,92.4,0.0,0.0,179.0,365.0,10.0,4.0,3.0,10.0,7.0,0.0,8.0,9.0,8.0,10.0,8.0,11.0,19.0,9.0,18.0,0.0,0.0,0.0,3.0,96.7,75.0,0.0,0.0,448586.0,200355.0,79200.0,128676.0,N,N,low_risk
15000.0,0.08810000000000001,475.68,MORTGAGE,105000.0,Not Verified,n,23.33,1.0,0.0,21.0,0.0,11281.0,34.0,w,11221.28,11221.28,4742.12,4742.12,3778.72,963.4,0.0,0.0,0.0,475.68,0.0,1.0,Individual,0.0,0.0,259463.0,0.0,12.0,2.0,8.0,10.0,87143.0,78.0,0.0,1.0,3133.0,70.0,25200.0,2.0,3.0,0.0,9.0,12355.0,2012.0,79.9,0.0,0.0,193.0,184.0,16.0,10.0,1.0,16.0,16.0,0.0,3.0,7.0,3.0,3.0,21.0,8.0,12.0,7.0,21.0,0.0,0.0,0.0,2.0,94.1,66.7,0.0,0.0,325572.0,98424.0,10000.0,112372.0,N,N,low_risk
8000.0,0.0702,247.09,RENT,65000.0,Source Verified,n,14.75,0.0,1.0,8.0,0.0,19471.0,12.0,w,0.0,0.0,8300.92,8300.92,8000.0,300.92,0.0,0.0,0.0,6821.5,0.0,1.0,Individual,0.0,0.0,30755.0,1.0,1.0,0.0,1.0,13.0,11284.0,87.0,2.0,2.0,7249.0,36.0,73200.0,1.0,0.0,1.0,3.0,3844.0,53729.0,26.6,0.0,0.0,13.0,265.0,3.0,3.0,0.0,3.0,3.0,0.0,4.0,4.0,7.0,9.0,1.0,7.0,11.0,4.0,8.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,86200.0,30755.0,73200.0,13000.0,N,N,low_risk
37000.0,0.0646,1133.34,RENT,250000.0,Not Verified,n,8.33,0.0,0.0,19.0,0.0,37831.0,29.0,w,27428.85,27428.85,11306.84,11306.84,9571.15,1735.69,0.0,0.0,0.0,1133.34,0.0,1.0,Individual,0.0,0.0,45121.0,3.0,2.0,0.0,0.0,25.0,7290.0,27.0,6.0,7.0,15512.0,14.0,222000.0,0.0,2.0,1.0,7.0,2375.0,161198.0,11.9,0.0,0.0,165.0,422.0,1.0,1.0,0.0,6.0,7.0,0.0,7.0,9.0,11.0,12.0,9.0,17.0,20.0,9.0,19.0,0.0,0.0,0.0,6.0,100.0,0.0,0.0,0.0,248836.0,45121.0,195500.0,26836.0,N,N,low_risk
21900.0,0.1308,499.19,MORTGAGE,62400.0,Not Verified,n,19.35,0.0,2.0,15.0,1.0,22151.0,22.0,w,18579.88,18579.88,5974.37,5974.37,3320.12,2654.25,0.0,0.0,0.0,499.19,0.0,1.0,Individual,0.0,0.0,322246.0,0.0,3.0,0.0,1.0,13.0,36707.0,78.0,2.0,2.0,7796.0,67.0,40400.0,0.0,0.0,3.0,4.0,24788.0,3276.0,83.6,0.0,0.0,103.0,77.0,12.0,12.0,1.0,55.0,0.0,0.0,4.0,6.0,5.0,7.0,8.0,10.0,12.0,6.0,15.0,0.0,0.0,0.0,2.0,95.5,75.0,1.0,0.0,357781.0,58858.0,20000.0,47362.0,N,N,low_risk
8000.0,0.08810000000000001,165.34,RENT,73000.0,Source Verified,n,16.59,0.0,0.0,13.0,0.0,13334.0,17.0,w,6898.01,6898.01,1649.48,1649.48,1101.99,547.49,0.0,0.0,0.0,165.34,0.0,1.0,Individual,0.0,0.0,52254.0,1.0,2.0,1.0,3.0,9.0,38920.0,91.0,3.0,7.0,4865.0,60.0,43800.0,0.0,1.0,7.0,10.0,4020.0,25949.0,32.4,0.0,0.0,34.0,38.0,4.0,4.0,0.0,9.0,8.0,0.0,4.0,5.0,8.0,9.0,4.0,11.0,13.0,5.0,13.0,0.0,0.0,0.0,4.0,100.0,25.0,0.0,0.0,86582.0,52254.0,38400.0,42782.0,N,N,low_risk
21275.0,0.1308,484.95,MORTGAGE,95000.0,Source Verified,n,10.42,0.0,1.0,11.0,0.0,51744.0,26.0,w,0.0,0.0,21621.1,21621.1,21275.0,346.1,0.0,0.0,0.0,21652.02,0.0,1.0,Individual,0.0,0.0,61260.0,2.0,1.0,2.0,4.0,5.0,9516.0,95.0,1.0,5.0,7762.0,35.0,298200.0,4.0,0.0,4.0,9.0,5569.0,31413.0,25.6,0.0,0.0,133.0,185.0,6.0,5.0,0.0,6.0,1.0,4.0,6.0,7.0,8.0,11.0,10.0,10.0,16.0,7.0,11.0,0.0,0.0,0.0,3.0,84.6,0.0,0.0,0.0,308200.0,61260.0,42200.0,10000.0,N,N,low_risk
40000.0,0.1308,911.77,OWN,130000.0,Source Verified,n,29.44,0.0,0.0,25.0,0.0,49285.0,48.0,w,35002.02,35002.02,9059.57,9059.57,4997.98,4061.59,0.0,0.0,0.0,911.77,0.0,1.0,Individual,0.0,0.0,428118.0,0.0,7.0,0.0,4.0,17.0,150568.0,60.0,0.0,0.0,11616.0,53.0,103500.0,3.0,1.0,9.0,4.0,17125.0,36736.0,56.3,0.0,0.0,201.0,332.0,27.0,17.0,4.0,27.0,0.0,0.0,9.0,10.0,12.0,14.0,20.0,17.0,24.0,10.0,25.0,0.0,0.0,0.0,0.0,100.0,33.3,0.0,0.0,560580.0,199853.0,84100.0,202655.0,N,N,low_risk
10000.0,0.0646,306.31,RENT,50000.0,Source Verified,n,18.75,0.0,2.0,8.0,0.0,1166.0,14.0,w,0.0,0.0,10519.273333332,10519.27,10000.0,519.27,0.0,0.0,0.0,7463.35,0.0,1.0,Individual,0.0,0.0,16935.0,2.0,2.0,1.0,2.0,2.0,15527.0,65.0,1.0,1.0,557.0,41.0,16500.0,1.0,2.0,2.0,4.0,2117.0,14240.0,3.8,0.0,0.0,49.0,132.0,3.0,2.0,0.0,3.0,2.0,0.0,2.0,3.0,3.0,3.0,3.0,5.0,10.0,3.0,8.0,0.0,0.0,0.0,3.0,71.4,0.0,0.0,0.0,41168.0,16935.0,14800.0,23788.0,N,N,low_risk
40000.0,0.0819,814.7,MORTGAGE,110000.0,Source Verified,n,20.55,0.0,1.0,12.0,0.0,12693.0,17.0,w,33250.52,33250.52,9740.0,9740.0,6749.48,2990.52,0.0,0.0,0.0,814.7,0.0,1.0,Individual,0.0,0.0,281902.0,1.0,3.0,1.0,3.0,9.0,35096.0,46.0,2.0,3.0,5007.0,29.0,89700.0,0.0,0.0,1.0,6.0,23492.0,58307.0,17.9,0.0,0.0,159.0,102.0,4.0,4.0,1.0,4.0,4.0,0.0,5.0,5.0,6.0,6.0,8.0,8.0,8.0,5.0,12.0,0.0,0.0,0.0,3.0,94.1,0.0,0.0,0.0,411319.0,47789.0,71000.0,77130.0,N,N,low_risk
3000.0,0.0756,93.41,RENT,35000.0,Not Verified,n,13.51,1.0,0.0,6.0,0.0,3754.0,9.0,w,0.0,0.0,3079.45,3079.45,3000.0,79.45,0.0,0.0,0.0,2800.48,0.0,1.0,Individual,0.0,0.0,11220.0,0.0,3.0,0.0,0.0,33.0,7466.0,49.0,0.0,2.0,2832.0,43.0,11300.0,0.0,1.0,0.0,2.0,1870.0,5246.0,41.7,0.0,0.0,42.0,43.0,17.0,17.0,0.0,30.0,22.0,0.0,2.0,2.0,2.0,2.0,3.0,3.0,5.0,2.0,6.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,26406.0,11220.0,9000.0,15106.0,N,N,low_risk
15000.0,0.0646,459.47,MORTGAGE,125000.0,Verified,n,10.0,0.0,1.0,20.0,0.0,5673.0,41.0,w,11517.19,11517.19,4129.85,4129.85,3482.81,647.04,0.0,0.0,0.0,0.0,0.0,1.0,Individual,0.0,0.0,280007.0,1.0,2.0,0.0,1.0,20.0,42705.0,54.0,3.0,6.0,1417.0,13.0,129000.0,1.0,2.0,2.0,8.0,14000.0,99026.0,3.5,0.0,0.0,144.0,205.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,4.0,11.0,16.0,16.0,17.0,23.0,4.0,20.0,0.0,0.0,0.0,4.0,100.0,0.0,0.0,0.0,435364.0,48378.0,102600.0,70711.0,N,N,low_risk
10000.0,0.11710000000000001,330.76,RENT,21800.0,Not Verified,n,36.29,1.0,0.0,20.0,0.0,4448.0,32.0,w,7306.17,7306.17,3625.35,3625.35,2693.83,931.52,0.0,0.0,0.0,330.76,0.0,1.0,Individual,0.0,0.0,100526.0,0.0,4.0,0.0,1.0,20.0,96078.0,100.0,0.0,0.0,4163.0,76.0,19300.0,1.0,0.0,1.0,1.0,11170.0,6709.0,38.4,0.0,0.0,150.0,140.0,26.0,20.0,0.0,73.0,11.0,0.0,2.0,3.0,3.0,3.0,26.0,5.0,6.0,3.0,20.0,0.0,0.0,0.0,0.0,96.9,0.0,0.0,0.0,104070.0,100526.0,10900.0,84770.0,N,N,low_risk
2000.0,0.124,66.82,MORTGAGE,70000.0,Source Verified,n,10.15,3.0,0.0,5.0,0.0,75.0,26.0,w,0.0,0.0,2167.67,2167.67,2000.0,167.67,0.0,0.0,0.0,1636.55,0.0,1.0,Individual,0.0,3713.0,77067.0,1.0,2.0,2.0,3.0,7.0,3983.0,17.0,1.0,1.0,75.0,17.0,600.0,1.0,6.0,1.0,4.0,15413.0,525.0,12.5,0.0,0.0,95.0,369.0,2.0,2.0,1.0,2.0,9.0,5.0,1.0,1.0,2.0,7.0,8.0,2.0,17.0,1.0,5.0,0.0,0.0,2.0,3.0,69.2,0.0,0.0,0.0,139919.0,4058.0,600.0,23669.0,N,N,low_risk
9000.0,0.1612,316.95,RENT,58000.0,Verified,n,22.99,1.0,1.0,9.0,0.0,9296.0,18.0,w,6472.12,6472.12,3795.34,3795.34,2527.88,1267.46,0.0,0.0,0.0,316.95,0.0,1.0,Individual,0.0,0.0,66938.0,2.0,2.0,0.0,1.0,23.0,57642.0,78.0,4.0,6.0,4710.0,71.0,15900.0,5.0,0.0,7.0,7.0,7438.0,3716.0,64.3,0.0,0.0,125.0,28.0,5.0,5.0,0.0,5.0,4.0,8.0,3.0,5.0,4.0,4.0,11.0,7.0,7.0,5.0,9.0,0.0,0.0,0.0,4.0,50.0,25.0,0.0,0.0,79157.0,66938.0,10400.0,63257.0,N,N,low_risk
7200.0,0.08810000000000001,228.33,MORTGAGE,82000.0,Not Verified,n,20.15,0.0,2.0,10.0,1.0,11356.0,25.0,w,5033.95,5033.95,2736.44,2736.44,2166.05,570.39,0.0,0.0,0.0,228.33,0.0,1.0,Individual,0.0,0.0,334880.0,0.0,3.0,0.0,1.0,15.0,32276.0,61.0,0.0,0.0,5500.0,65.0,14100.0,1.0,2.0,2.0,1.0,41860.0,0.0,100.0,0.0,0.0,39.0,147.0,39.0,15.0,5.0,52.0,2.0,0.0,1.0,2.0,1.0,7.0,4.0,5.0,16.0,3.0,7.0,0.0,0.0,0.0,0.0,95.2,100.0,1.0,0.0,412343.0,43632.0,5500.0,52816.0,N,N,low_risk
13500.0,0.0819,424.23,MORTGAGE,51580.0,Not Verified,n,22.03,0.0,2.0,17.0,0.0,2680.0,34.0,w,9361.84,9361.84,5084.62,5084.62,4138.16,946.46,0.0,0.0,0.0,424.23,0.0,1.0,Joint App,0.0,0.0,97429.0,4.0,2.0,2.0,3.0,3.0,35288.0,96.0,3.0,6.0,1870.0,50.0,38900.0,2.0,1.0,2.0,9.0,5731.0,27609.0,7.7,0.0,0.0,93.0,121.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,9.0,16.0,4.0,14.0,29.0,3.0,17.0,0.0,0.0,0.0,5.0,97.0,0.0,0.0,0.0,144509.0,37968.0,29900.0,36909.0,N,N,low_risk
6000.0,0.11019999999999999,196.49,RENT,50000.0,Not Verified,n,15.82,0.0,1.0,20.0,0.0,7175.0,26.0,w,4214.95,4214.95,2354.21,2354.21,1785.05,569.16,0.0,0.0,0.0,196.49,0.0,1.0,Individual,0.0,0.0,45920.0,3.0,10.0,0.0,2.0,18.0,38745.0,91.0,3.0,6.0,4584.0,59.0,35300.0,0.0,0.0,1.0,8.0,2296.0,14685.0,24.7,0.0,0.0,76.0,74.0,5.0,5.0,0.0,5.0,5.0,1.0,3.0,5.0,5.0,6.0,11.0,10.0,14.0,5.0,20.0,0.0,0.0,0.0,3.0,96.2,0.0,0.0,0.0,77880.0,45920.0,19500.0,42580.0,N,N,low_risk
35000.0,0.14300000000000002,819.85,MORTGAGE,250000.0,Source Verified,n,14.58,0.0,0.0,19.0,0.0,60784.0,32.0,w,30403.43,30403.43,8962.74,8962.74,4596.57,4366.17,0.0,0.0,0.0,0.0,0.0,1.0,Individual,0.0,0.0,563868.0,2.0,6.0,0.0,2.0,15.0,86933.0,66.0,0.0,1.0,18779.0,81.0,64000.0,1.0,1.0,1.0,5.0,33169.0,327.0,99.4,0.0,0.0,248.0,168.0,13.0,6.0,4.0,13.0,7.0,0.0,7.0,8.0,7.0,10.0,13.0,10.0,15.0,8.0,19.0,0.0,0.0,0.0,2.0,100.0,100.0,0.0,0.0,573484.0,147717.0,56700.0,90484.0,N,N,low_risk
40000.0,0.11019999999999999,1309.93,MORTGAGE,97000.0,Source Verified,n,26.25,0.0,2.0,19.0,0.0,31748.0,61.0,w,28281.41,28281.41,15384.74,15384.74,11718.59,3666.15,0.0,0.0,0.0,1309.93,0.0,1.0,Individual,0.0,0.0,330646.0,2.0,4.0,1.0,1.0,2.0,100159.0,78.0,2.0,2.0,7544.0,63.0,56600.0,1.0,8.0,4.0,6.0,17402.0,16689.0,57.1,0.0,0.0,180.0,299.0,2.0,2.0,4.0,2.0,1.0,0.0,7.0,11.0,9.0,13.0,32.0,14.0,25.0,11.0,19.0,0.0,0.0,0.0,4.0,92.9,44.4,0.0,0.0,394200.0,131907.0,38900.0,136900.0,N,N,low_risk
27725.0,0.08810000000000001,879.2,MORTGAGE,120000.0,Source Verified,n,36.59,0.0,1.0,11.0,0.0,257356.0,22.0,w,20123.4,20123.4,9657.63,9657.63,7601.6,2056.03,0.0,0.0,0.0,879.2,0.0,1.0,Individual,0.0,0.0,1046764.0,1.0,4.0,0.0,2.0,16.0,409327.0,39.0,1.0,1.0,23354.0,45.0,325400.0,1.0,5.0,1.0,3.0,95160.0,12534.0,65.1,0.0,0.0,102.0,223.0,3.0,3.0,5.0,197.0,3.0,0.0,2.0,6.0,2.0,4.0,9.0,6.0,8.0,6.0,11.0,0.0,0.0,0.0,1.0,100.0,50.0,0.0,0.0,1162196.0,666683.0,35900.0,419796.0,N,N,low_risk
17000.0,0.0819,346.25,MORTGAGE,156000.0,Not Verified,n,24.12,0.0,1.0,11.0,0.0,50082.0,44.0,w,0.0,0.0,18120.91,18120.91,17000.0,1120.91,0.0,0.0,0.0,16051.15,0.0,1.0,Individual,0.0,0.0,164657.0,0.0,3.0,0.0,1.0,19.0,55804.0,44.0,0.0,0.0,10107.0,34.0,89300.0,0.0,2.0,1.0,1.0,14969.0,36063.0,22.1,0.0,0.0,150.0,243.0,25.0,19.0,2.0,25.0,0.0,0.0,2.0,4.0,5.0,14.0,23.0,7.0,19.0,4.0,11.0,0.0,0.0,0.0,0.0,100.0,20.0,0.0,0.0,286474.0,105886.0,46300.0,94502.0,N,N,low_risk
