Zipcode,Address,Median Age,Household Income,Per Capita Income,Lat,Lng,Bank Count
47431,"Freedom, IN 47431, USA",35.6,37500.0,19556,39.2274015,-86.8922723,0
65332,"Green Ridge, MO 65332, USA",40.3,40511.0,18929,38.6247363,-93.3993751,1
55342,"Hector, MN 55342, USA",42.2,55982.0,26832,44.7137564,-94.7691586,1
59522,"Chester, MT 59522, USA",49.2,43036.0,25407,48.5176651,-111.0536022,2
44708,"Canton, OH 44708, USA",42.8,44731.0,26042,40.8122437,-81.4388858,88
59529,"Hogeland, MT 59529, USA",57.2,115938.0,70966,48.76450020000000,-108.7498486,0
02169,"Quincy, MA 02169, USA",38.1,58669.0,32613,33.348093,-82.0928134,4
12941,"Jay, NY 12941, USA",44.6,72361.0,40100,44.3433912,-73.71925280000000,0
33129,"Miami, FL 33129, USA",38.9,54127.0,41352,25.7564471,-80.2056382,200
49781,"St Ignace, MI 49781, USA",44.2,39838.0,23000,46.0316836,-84.7552977,0
26202,"Fenwick, WV 26202, USA",42.1,49205.0,17950,38.2251814,-80.621591,1
60137,"Glen Ellyn, IL 60137, USA",41.1,89386.0,47759,41.853696,-88.0607565,142
38870,"Smithville, MS 38870, USA",40.8,53443.0,22094,34.0752962,-88.3433623,1
20634,"Great Mills, MD 20634, USA",31.9,79944.0,35961,38.22016140000000,-76.49679190000000,5
47434,"Harrodsburg, IN 47434, USA",52.5,,21634,39.0126074,-86.5454322,0
28208,"Charlotte, NC 28208, USA",32.9,28435.0,14056,35.212973,-80.9097127,95
17980,"Tower City, PA 17980, USA",45.3,50240.0,24934,40.596463,-76.5430429,6
78004,"Bergheim, TX 78004, USA",44.7,124592.0,41737,29.8539024,-98.5336525,0
42456,"Slaughters, KY 42456, USA",39.6,47930.0,21130,37.5070164,-87.55936130000000,0
45897,"Williamstown, OH 45897, USA",45.3,,8999,40.8402988,-83.66144000000000,3
63128,"St. Louis, MO 63128, USA",49.1,73440.0,39328,38.4948766,-90.38425270000000,89
50543,"Gowrie, IA 50543, USA",44.5,44583.0,23616,42.2750407,-94.27436280000000,2
61606,"Peoria, IL 61606, USA",21.9,35904.0,17917,40.6974655,-89.6133926,55
53576,"Orfordville, WI 53576, USA",37.9,55893.0,22504,42.6071661,-89.2277026,1
17051,"Mcveytown, PA 17051, USA",42.6,43234.0,19984,40.4491629,-77.76809520000000,1
39097,"Louise, MS 39097, USA",58.0,26838.0,17399,33.0100039,-90.5825359,1
44867,"Republic, OH 44867, USA",42.1,59268.0,27746,41.1388267,-83.0039075,1
05053,"North Pomfret, VT 05053, USA",56.1,70227.0,39193,46.5257285,-115.667642,0
43758,"Malta, OH 43758, USA",39.5,43438.0,19770,39.6393367,-81.931657,5
30152,"Kennesaw, GA 30152, USA",36.7,74559.0,35046,34.0041089,-84.6583745,38
62673,"Oakford, IL 62673, USA",35.9,60179.0,19800,40.0940561,-89.9720133,0
23219,"Richmond, VA 23219, USA",25.4,19231.0,24403,37.5410261,-77.43864290000000,110
72722,"Decatur, AR 72722, USA",37.7,37198.0,16971,36.3438006,-94.42849850000000,2
55396,"Winthrop, MN 55396, USA",41.8,48919.0,23296,44.580169,-94.35651300000000,3
28371,"Parkton, NC 28371, USA",33.6,43365.0,18333,34.9119197,-78.9966888,4
14806,"Andover, NY 14806, USA",41.6,49792.0,22379,42.1414761,-77.77953700000000,1
36701,"Selma, AL 36701, USA",39.4,32136.0,20992,32.4800392,-87.0424393,10
97875,"Stanfield, OR 97875, USA",36.0,55478.0,22277,45.8063701,-119.1698118,2
18914,"Chalfont, PA 18914, USA",39.4,101522.0,40247,40.2764064,-75.2128996,61
64081,"Lee's Summit, MO 64081, USA",41.3,76684.0,35039,38.9119463,-94.4136213,57
48851,"Lyons, MI 48851, USA",36.5,53704.0,22288,42.9652441,-84.9193082,2
67661,"Phillipsburg, KS 67661, USA",45.4,40882.0,23569,39.8554659,-99.2785583,0
60437,"Kinsman, IL 60437, USA",49.8,36563.0,23715,41.1815419,-88.56619530000000,0
46312,"East Chicago, IN 46312, USA",29.8,27583.0,13497,41.6428269,-87.45048880000000,46
38339,"Guys, TN 38339, USA",40.5,44500.0,21109,35.0627165,-88.50817650000000,1
50315,"Des Moines, IA 50315, USA",34.4,41793.0,20989,41.5346558,-93.61164940000000,54
43157,"Thurston, OH 43157, USA",32.6,27614.0,13239,39.84339480000000,-82.5496946,6
73560,"Olustee, OK 73560, USA",26.9,28942.0,17101,34.5193245,-99.43393430000000,0
35951,"Albertville, AL 35951, USA",35.7,37210.0,19602,34.3387367,-86.1955169,11
49048,"Kalamazoo, MI 49048, USA",34.9,41443.0,20479,42.2766433,-85.50972260000000,32
30564,"Murrayville, GA 30564, USA",40.5,64213.0,23422,34.4762579,-83.8579053,7
46704,"Arcola, IN 46704, USA",35.4,31089.0,13796,41.1036195,-85.2926152,18
54229,"New Franken, WI 54229, USA",40.4,68667.0,29538,44.5485744,-87.8353278,0
80482,"Winter Park, CO 80482, USA",46.5,61000.0,39984,39.8486665,-105.8055471,0
99737,"Delta Junction, AK 99737, USA",33.5,71250.0,32842,63.8367895,-145.1298259,0
47393,"Williamsburg, IN 47393, USA",40.4,53698.0,18472,39.9665432,-85.01295090000000,0
22066,"Great Falls, VA 22066, USA",43.5,214219.0,89776,39.0188593,-77.3094674,50
50002,"Adair, IA 50002, USA",41.3,40550.0,23974,41.5283965,-94.6243751,2
12789,"Woodridge, NY 12789, USA",37.5,51827.0,23318,41.6918858,-74.5814773,4
79416,"Lubbock, TX 79416, USA",26.2,45937.0,23645,33.60361780000000,-101.9690458,41
67530,"Great Bend, KS 67530, USA",39.1,43352.0,26179,38.3423212,-98.8142264,20
87583,"Villanueva, NM 87583, USA",60.4,4955.0,5947,35.2256813,-105.3248269,0
46996,"Winamac, IN 46996, USA",40.1,45412.0,20784,41.0326638,-86.7013894,0
11693,"Far Rockaway, NY 11693, USA",39.1,50570.0,25149,40.6166766,-73.8272029,88
59802,"Missoula, MT 59802, USA",33.0,37931.0,25060,46.9539821,-113.9120099,0
12010,"Amsterdam, NY 12010, USA",41.7,44256.0,25059,42.9297842,-74.1474846,10
55069,"Rush City, MN 55069, USA",37.7,54203.0,20182,45.6951168,-92.9521365,2
47932,"Covington, IN 47932, USA",42.5,53462.0,26981,40.1366826,-87.4009165,5
37727,"Del Rio, TN 37727, USA",49.8,29779.0,20369,35.9080666,-83.01465260000000,0
28529,"Grantsboro, NC 28529, USA",45.1,41858.0,20985,35.0797761,-76.8836261,0
10007,"New York, NY 10007, USA",34.0,216037.0,157713,40.7136487,-74.0087126,200
13312,"Brantingham, NY 13312, USA",56.1,41250.0,30699,43.7127771,-75.17788530000000,0
62449,"Oblong, IL 62449, USA",41.5,46765.0,25332,39.0104562,-87.89424510000000,3
92111,"San Diego, CA 92111, USA",35.9,57350.0,27391,32.8256427,-117.1558867,135
80545,"Red Feather Lakes, CO 80545, USA",61.5,40583.0,30261,40.8242966,-105.6647142,0
19023,"Darby, PA 19023, USA",30.2,38790.0,18351,39.9200613,-75.26832280000000,199
44313,"Akron, OH 44313, USA",41.0,48852.0,31436,41.1426985,-81.57061090000000,69
81087,"Vilas, CO 81087, USA",26.8,34500.0,13210,37.3507103,-102.4495221,0
22025,"Dumfries, VA 22025, USA",40.0,115000.0,48008,38.5947311,-77.3381855,42
46617,"South Bend, IN 46617, USA",33.0,48726.0,27706,41.68410010000000,-86.231094,73
11105,"New York, NY 11105, USA",35.3,57525.0,33537,40.7787902,-73.9065883,200
12769,"Phillipsport, NY 12769, USA",50.2,48750.0,29437,41.6431129,-74.4481662,0
12156,"Schodack Landing, NY 12156, USA",40.5,64107.0,31616,42.4798662,-73.7360175,7
33025,"Hollywood, FL 33025, USA",32.9,51822.0,23660,25.9906428,-80.2793593,106
14715,"Bolivar, NY 14715, USA",40.2,45030.0,22257,42.0765655,-78.1792434,2
04010,"Brownfield, ME 04010, USA",47.6,45592.0,25609,40.4342015,-77.2366709,3
76556,"Milano, TX 76556, USA",50.7,39375.0,21201,30.6897762,-96.89944950000000,0
20886,"Montgomery Village, MD 20886, USA",34.0,77136.0,35177,39.186097,-77.20027450000000,77
48191,"Willis, MI 48191, USA",41.8,72204.0,25659,42.1247778,-83.5603112,0
92843,"Garden Grove, CA 92843, USA",33.3,51991.0,17186,33.7675239,-117.9424743,168
94040,"Mountain View, CA 94040, USA",35.7,99375.0,54558,37.3785351,-122.086585,97
65729,"Pontiac, MO 65729, USA",54.1,67350.0,32609,36.5328999,-92.5842062,0
90003,"Los Angeles, CA 90003, USA",26.2,29686.0,9963,33.9657994,-118.2731269,110
05156,"Springfield, VT 05156, USA",43.6,48872.0,25574,46.4131689,-113.5408981,0
72315,"Blytheville, AR 72315, USA",34.4,37044.0,19837,35.8933774,-89.9066314,14
36370,"Pansey, AL 36370, USA",43.9,44018.0,21152,31.1375707,-85.1583064,0
28076,"Henrietta, NC 28076, USA",30.0,25221.0,9871,35.266252,-81.7932261,1
71834,"Doddridge, AR 71834, USA",53.3,39821.0,23159,33.1515268,-93.9470396,0
25699,"Wilsondale, WV 25699, USA",42.0,11875.0,6104,37.9719124,-82.33433750000000,0
23389,"Harborton, VA 23389, USA",73.3,,13575,37.65028180000000,-75.8388698,0
38049,"Mason, TN 38049, USA",36.2,32386.0,24972,35.3676615,-89.5308903,1
69347,"Hay Springs, NE 69347, USA",52.6,40250.0,23501,42.5867186,-102.6675575,0
47003,"West College Corner, IN 47003, USA",41.0,39519.0,19997,39.5221256,-84.8411536,8
54733,"Dallas, WI 54733, USA",41.3,50809.0,23292,45.26536490000000,-91.8695542,2
35005,"Adamsville, AL 35005, USA",38.2,46059.0,21273,33.6047446,-87.0424393,3
28436,"Delco, NC 28436, USA",37.9,45417.0,22077,34.2755079,-78.2703951,0
22952,"Lyndhurst, VA 22952, USA",46.3,43095.0,23158,37.9545568,-78.9627624,0
52141,"Elgin, IA 52141, USA",42.5,39679.0,21960,42.94976460000000,-91.6178011,2
39180,"Vicksburg, MS 39180, USA",37.1,40661.0,21209,32.2170441,-90.86751340000000,1
94539,"Fremont, CA 94539, USA",41.2,143949.0,50701,37.5148444,-121.9131761,56
20615,"Broomes Island, MD 20615, USA",43.4,114375.0,43920,38.4132166,-76.55460310000000,2
57369,"Platte, SD 57369, USA",47.7,46196.0,23758,43.400581,-98.96870110000000,0
55419,"Minneapolis, MN 55419, USA",36.8,94177.0,49251,44.9061358,-93.2885455,163
24887,"Switchback, WV 24887, USA",14.8,,4526,37.3761297,-81.37933660000000,0
33614,"Tampa, FL 33614, USA",35.5,35098.0,18039,28.0133862,-82.50775930000000,140
47967,"New Richmond, IN 47967, USA",35.5,53462.0,19191,40.17796630000000,-86.9924358,1
63030,"Fletcher, MO 63030, USA",41.0,49441.0,22871,38.1348152,-90.74377610000000,0
73951,"Tyrone, OK 73951, USA",28.7,43125.0,16762,36.9306369,-101.048549,0
62025,"Edwardsville, IL 62025, USA",35.2,72877.0,34115,38.8414469,-89.9440061,25
87528,"Dulce, NM 87528, USA",29.0,39725.0,16182,36.7078973,-106.9594723,0
88321,"Encino, NM 88321, USA",57.4,27054.0,31962,34.7032677,-105.4536718,0
90210,"Beverly Hills, CA 90210, USA",46.4,132254.0,111364,34.1030032,-118.4104684,200
21061,"Glen Burnie, MD 21061, USA",36.0,60430.0,29841,39.1511679,-76.6239423,59
78414,"Corpus Christi, TX 78414, USA",34.0,75971.0,33464,27.6474296,-97.3624598,31
92285,"Landers, CA 92285, USA",50.1,22917.0,17840,34.3350492,-116.5373923,1
52133,"Castalia, IA 52133, USA",40.3,66333.0,26065,43.1141677,-91.6663523,0
30601,"Athens, GA 30601, USA",26.0,20884.0,13402,34.00684500000000,-83.3468784,24
73771,"Wakita, OK 73771, USA",48.9,45536.0,27035,36.9049895,-97.9157099,1
67047,"Fall River, KS 67047, USA",52.1,39500.0,20428,37.6328421,-96.0467429,1
54151,"Niagara, WI 54151, USA",45.7,45813.0,23500,45.715354,-87.98042390000000,2
68723,"Carroll, NE 68723, USA",51.2,59000.0,25617,49.3824172,8.587470800000000,100
44093,"Williamsfield, OH 44093, USA",37.8,32344.0,20559,41.52675260000000,-80.621591,2
78072,"Tilden, TX 78072, USA",41.2,42083.0,21532,28.2610528,-98.61606740000000,0
28732,"Fletcher, NC 28732, USA",40.6,45273.0,26177,35.4393566,-82.4536115,11
44147,"Broadview Heights, OH 44147, USA",42.1,76021.0,37217,41.33031,-81.68020540000000,59
97396,"Willamina, OR 97396, USA",44.3,36848.0,18929,45.1916734,-123.514262,0
36736,"Dixons Mills, AL 36736, USA",42.3,28333.0,17708,32.0755092,-87.7664934,0
55060,"Owatonna, MN 55060, USA",39.4,54945.0,27727,44.0888533,-93.21814770000000,12
30120,"Cartersville, GA 30120, USA",35.9,44141.0,20678,34.1577811,-84.87763920000000,12
47367,"Oakville, IN 47367, USA",39.8,41250.0,16255,40.0775267,-85.3917599,0
30666,"Statham, GA 30666, USA",37.3,53627.0,23167,33.9527142,-83.581615,3
84020,"Draper, UT 84020, USA",30.4,89922.0,33164,40.4960215,-111.8687825,41
08872,"Sayreville, NJ 08872, USA",37.7,72956.0,32666,47.14149,9.0980613,13
18042,"Easton, PA 18042, USA",35.2,45441.0,23227,40.6551234,-75.2128996,56
25111,"Indore, WV 25111, USA",43.4,36417.0,15064,38.3920732,-81.1526976,0
84072,"Tabiona, UT 84072, USA",30.3,48654.0,18735,40.3536565,-110.7360863,0
45036,"Lebanon, OH 45036, USA",36.9,68633.0,27591,39.445842,-84.20679920000000,22
31547,"Kings Bay Base, GA 31547, USA",22.0,45238.0,24428,30.783719,-81.5514154,9
65733,"Protem, MO 65733, USA",51.3,33618.0,16655,36.5288863,-92.85889280000000,0
97633,"Merrill, OR 97633, USA",36.3,40742.0,18448,42.0153397,-121.5405251,2
77328,"Cleveland, TX 77328, USA",34.0,48250.0,19670,30.3792489,-95.18492190000000,0
28454,"Maple Hill, NC 28454, USA",42.6,20711.0,13553,34.6923643,-77.6307018,0
08854,"Piscataway Township, NJ 08854, USA",33.2,91164.0,32262,33.8528941,-109.1824567,0
53018,"Delafield, WI 53018, USA",43.3,94873.0,42783,43.0373723,-88.3919026,23
54747,"Independence, WI 54747, USA",39.0,41755.0,22124,44.4083424,-91.50150090000000,0
13402,"Madison, NY 13402, USA",46.4,43387.0,19660,42.8958176,-75.5160235,3
06422,"Durham, CT 06422, USA",42.5,124179.0,47679,40.1936178,-105.8514709,1
84093,"Sandy, UT 84093, USA",41.0,94938.0,40837,40.596417,-111.8270486,110
84764,"Bryce, UT 84764, USA",27.0,38750.0,19698,37.6215335,-112.1549442,1
59087,"Winnett, MT 59087, USA",48.3,41250.0,22816,47.0113803,-108.2242196,0
32025,"Lake City, FL 32025, USA",35.2,39916.0,17493,30.111156,-82.5834947,0
43030,"Jacksontown, OH 43030, USA",54.0,,27844,39.9595844,-82.4153441,10
55435,"Minneapolis, MN 55435, USA",46.9,56213.0,47347,44.8721412,-93.33385470000000,124
47591,"Vincennes, IN 47591, USA",37.1,40815.0,20681,38.605823,-87.5198011,12
64625,"Breckenridge, MO 64625, USA",43.7,36250.0,20795,39.7340069,-93.80448310000000,1
83634,"Kuna, ID 83634, USA",31.0,59221.0,16711,43.4356614,-116.2605101,0
26574,"Grant Town, WV 26574, USA",40.9,44038.0,21078,39.5562628,-80.1777417,2
62633,"Easton, IL 62633, USA",50.3,56250.0,27852,40.2065985,-89.8692203,1
38487,"Williamsport, TN 38487, USA",41.6,38125.0,18884,35.7310368,-87.2419299,0
38224,"Cottage Grove, TN 38224, USA",39.2,36932.0,19238,36.4053896,-88.49849910000000,1
37101,"McEwen, TN 37101, USA",41.1,50398.0,21198,36.04442970000000,-87.6383797,2
18223,"Ebervale, PA 18223, USA",43.7,49458.0,37056,40.9922168,-75.9350072,24
98051,"Ravensdale, WA 98051, USA",42.3,77623.0,32555,47.3298582,-121.8794852,0
79705,"Midland, TX 79705, USA",36.8,68649.0,38947,32.0688848,-102.0946818,50
29113,"Norway, SC 29113, USA",32.1,36875.0,13381,33.4229886,-81.1306391,0
28226,"Charlotte, NC 28226, USA",41.1,68291.0,48777,35.1173473,-80.7990185,114
84118,"Salt Lake City, UT 84118, USA",30.4,61203.0,19777,40.6479987,-112.0059052,65
64639,"De Witt, MO 64639, USA",48.9,57917.0,25446,39.3794032,-93.23825100000000,0
71353,"Melville, LA 71353, USA",43.4,26719.0,19660,30.68885,-91.7441475,0
00692,"Vega Alta, 00692, Puerto Rico",35.0,18500.0,9273,33.6845465,-81.060124,2
75457,"Mt Vernon, TX 75457, USA",40.7,39909.0,26517,33.172705,-95.2057909,7
23440,"Tangier, VA 23440, USA",55.7,40833.0,20990,37.835345,-75.9898631,0
37345,"Huntland, TN 37345, USA",46.0,38688.0,20549,35.046689,-86.2361744,1
30309,"Atlanta, GA 30309, USA",35.0,71854.0,66311,33.7971137,-84.3804888,200
42366,"Philpot, KY 42366, USA",43.2,63170.0,26182,37.7060405,-86.96240860000000,0
95246,"Mountain Ranch, CA 95246, USA",52.8,47379.0,29646,38.2449553,-120.5048792,0
46236,"Indianapolis, IN 46236, USA",40.3,80833.0,38140,39.9008411,-85.9611082,45
05736,"Center Rutland, VT 05736, USA",48.4,56313.0,36613,29.3217119,-98.8821413,6
38504,"Allardt, TN 38504, USA",38.6,46786.0,19634,36.3966879,-84.7420032,0
98409,"Tacoma, WA 98409, USA",31.4,46886.0,21513,47.2019421,-122.4780244,130
57004,"Beresford, SD 57004, USA",39.7,53958.0,25930,43.0894534,-96.79223550000000,3
71957,"Mt Ida, AR 71957, USA",54.9,35445.0,21459,34.5220817,-93.6015207,3
04357,"Richmond, ME 04357, USA",43.4,59961.0,26571,34.614541,-95.2749613,1
57078,"Yankton, SD 57078, USA",40.7,50660.0,27293,42.9124127,-97.4597725,14
22642,"Linden, VA 22642, USA",37.1,76198.0,28685,38.9465403,-78.07660360000000,1
30177,"Tate, GA 30177, USA",35.9,33866.0,15101,34.4153599,-84.3726049,4
17938,"Hegins, PA 17938, USA",42.7,58409.0,23520,40.65513870000000,-76.4910093,3
89316,"Eureka, NV 89316, USA",38.7,63603.0,26280,39.564892,-115.9940986,1
55063,"Pine City, MN 55063, USA",43.2,47556.0,22709,45.8232502,-92.97038540000000,5
15656,"Leechburg, PA 15656, USA",43.9,47658.0,25820,40.6327659,-79.6277523,13
06069,"Sharon, CT 06069, USA",57.0,73958.0,54815,36.219273,-92.46851340000000,2
98106,"Seattle, WA 98106, USA",35.3,57875.0,27922,47.5476069,-122.3514653,177
95240,"Lodi, CA 95240, USA",33.1,41172.0,19814,38.1484821,-121.1022942,2
90302,"Inglewood, CA 90302, USA",32.4,43042.0,21718,33.9742906,-118.3520389,125
16699,"Cresson, PA 16699, USA",34.7,,4506,40.46,-78.59,8
44629,"Gnadenhutten, OH 44629, USA",35.9,43545.0,19101,40.3480833,-81.4388858,2
97711,"Ashwood, OR 97711, USA",34.5,27188.0,12480,44.7135374,-120.6149684,0
83849,"Osburn, ID 83849, USA",49.0,37946.0,22393,47.53796030000000,-115.9890696,3
12450,"Lanesville, NY 12450, USA",58.7,22200.0,20052,42.127653,-74.22967130000000,1
60433,"Joliet, IL 60433, USA",35.4,43644.0,18967,41.4997384,-88.0460894,30
02382,"Whitman, MA 02382, USA",39.1,72462.0,32541,36.77595300000000,-84.15721480000000,9
21901,"North East, MD 21901, USA",37.3,65951.0,29821,39.58550170000000,-75.9579358,6
88353,"Vaughn, NM 88353, USA",26.9,30179.0,12829,34.52900870000000,-105.1258955,0
78351,"Driscoll, TX 78351, USA",37.0,36985.0,16011,27.6654382,-97.75389350000000,0
49058,"Hastings, MI 49058, USA",40.8,46777.0,22137,42.6306916,-85.2929384,6
11722,"Central Islip, NY 11722, USA",33.1,67023.0,21935,40.7881249,-73.19396120000000,117
38858,"Nettleton, MS 38858, USA",39.1,38586.0,18655,34.1222666,-88.5371958,0
99661,"Sand Point, AK 99661, USA",39.6,71250.0,27423,55.2693058,-160.6748964,0
42717,"Burkesville, KY 42717, USA",43.4,30985.0,16875,36.7776446,-85.35496500000000,3
36558,"Millry, AL 36558, USA",42.1,42500.0,21410,31.5722275,-88.362785,0
01585,"West Brookfield, MA 01585, USA",45.7,62667.0,31262,36.8352135,-87.7038434,0
13827,"Owego, NY 13827, USA",44.2,56025.0,28315,42.1310032,-76.247912,7
10913,"Blauvelt, NY 10913, USA",41.8,122857.0,46193,41.0711228,-73.9536163,61
99753,"Koyuk, AK 99753, USA",19.9,28333.0,8987,64.9424911,-161.127581,0
58647,"New England, ND 58647, USA",47.0,49375.0,26557,46.4819779,-102.913013,1
85611,"Elgin, AZ 85611, USA",53.1,50441.0,23419,31.672597,-110.4977108,0
12456,"Mt Marion, NY 12456, USA",37.5,48993.0,17639,42.0344874,-73.9976946,11
24281,"Rose Hill, VA 24281, USA",37.6,22902.0,15557,36.6591508,-83.3148018,2
53118,"Dousman, WI 53118, USA",46.9,81619.0,38393,42.9902388,-88.49849910000000,2
56289,"Sunburg, MN 56289, USA",47.7,57159.0,26149,45.3482794,-95.2487647,1
25427,"Hedgesville, WV 25427, USA",42.9,54619.0,27919,39.5113324,-78.0880129,0
73673,"Willow, OK 73673, USA",53.6,40234.0,26554,35.0343164,-99.5673479,0
64480,"Rea, MO 64480, USA",57.5,65000.0,34670,40.0720342,-94.6657027,0
01430,"Ashburnham, MA 01430, USA",42.4,83532.0,34454,36.448913,-78.57836500000000,0
55433,"Minneapolis, MN 55433, USA",36.3,59258.0,27493,45.1670628,-93.3132624,63
54458,"Nelsonville, WI 54458, USA",36.5,56389.0,20718,44.4960026,-89.30994370000000,1
33542,"Zephyrhills, FL 33542, USA",54.2,32174.0,20291,28.2333268,-82.17680180000000,14
49616,"Benzonia, MI 49616, USA",45.7,39145.0,18568,44.5769402,-86.0733498,3
63038,"Glencoe, MO 63038, USA",45.5,106513.0,54149,38.5775338,-90.6867939,14
02802,"Albion, RI 02802, USA",37.2,48456.0,42134,37.7409095,-85.9033201,28
77336,"Huffman, TX 77336, USA",36.0,62995.0,30721,30.0721659,-95.09110620000000,1
27283,"Julian, NC 27283, USA",43.4,52015.0,27215,35.9551354,-79.63898210000000,0
17097,"Wiconisco, PA 17097, USA",44.6,49904.0,25655,40.572085,-76.6860267,3
82932,"Farson, WY 82932, USA",35.9,91115.0,40005,42.1543456,-109.4259114,0
49893,"Wallace, MI 49893, USA",47.9,59696.0,27882,45.2932752,-87.6120353,0
60645,"Chicago, IL 60645, USA",35.0,48918.0,25500,42.0105286,-87.6926257,200
06516,"West Haven, CT 06516, USA",36.9,52353.0,26602,47.4404243,-92.2283866,0
24137,"Penhook, VA 24137, USA",46.3,54979.0,30491,36.9109694,-79.67266320000000,0
32064,"Live Oak, FL 32064, USA",34.4,24090.0,14169,30.2889718,-82.9985343,6
57725,"Caputa, SD 57725, USA",66.6,57841.0,21549,43.9365164,-102.8514837,0
06801,"Bethel, CT 06801, USA",40.9,85884.0,38941,47.3779147,-92.6428289,0
44251,"Westfield Center, OH 44251, USA",52.6,73021.0,47881,41.0296799,-81.93029280000000,10
44143,"Cleveland, OH 44143, USA",48.5,60265.0,34714,41.5544029,-81.4828198,91
17263,"State Line, PA 17263, USA",47.0,63430.0,37458,39.7229767,-77.7246414,21
84116,"Salt Lake City, UT 84116, USA",29.2,42235.0,15888,40.8038325,-112.0237903,10
41763,"Slemp, KY 41763, USA",41.6,36827.0,16535,37.04955230000000,-83.1166438,0
40060,"Raywick, KY 40060, USA",44.2,40813.0,18390,37.5302785,-85.45818590000000,0
71046,"Keatchie, LA 71046, USA",37.9,41825.0,23280,32.1366223,-93.9266502,0
77378,"Willis, TX 77378, USA",34.7,48136.0,24117,30.48826680000000,-95.33116520000000,0
72007,"Austin, AR 72007, USA",34.7,53125.0,21845,35.0114278,-91.99794110000000,19
06824,"Fairfield, CT 06824, USA",38.5,128558.0,60182,47.5062742,-92.6038111,13
63039,"Gray Summit, MO 63039, USA",31.7,44521.0,18539,38.4977334,-90.8436885,7
79021,"Cotton Center, TX 79021, USA",26.5,56250.0,17961,33.9500835,-102.0004411,0
04622,"Cherryfield, ME 04622, USA",40.8,40104.0,20084,32.1379623,-94.99956260000000,0
27043,"Pinnacle, NC 27043, USA",46.0,48410.0,24449,36.3334581,-80.4326521,8
43804,"Baltic, OH 43804, USA",25.4,36841.0,12923,40.4514728,-81.7458845,3
61067,"Ridott, IL 61067, USA",49.6,40726.0,37925,42.3040907,-89.48366880000000,0
51049,"Quimby, IA 51049, USA",47.9,47847.0,22334,42.6366175,-95.65631190000000,0
10309,"Staten Island, NY 10309, USA",38.5,86297.0,35719,40.5265593,-74.22380200000000,102
93925,"Chualar, CA 93925, USA",32.5,70909.0,23642,36.5999881,-121.3770336,0
83830,"Fernwood, ID 83830, USA",42.7,37244.0,16450,47.0795166,-116.3845766,0
96818,"Honolulu, HI 96818, USA",31.3,70850.0,26894,21.34853,-157.9583246,49
79345,"Meadow, TX 79345, USA",41.1,53281.0,22971,33.3181424,-102.5068597,0
63951,"Lowndes, MO 63951, USA",48.8,47768.0,20417,37.0826711,-90.26200420000000,0
97016,"Clatskanie, OR 97016, USA",45.6,57153.0,25154,46.0522259,-123.2831436,0
29834,"Langley, SC 29834, USA",38.9,32375.0,16178,33.5199743,-81.8422446,11
29468,"Pineville, SC 29468, USA",43.8,19663.0,28526,33.4205299,-80.0758425,0
79118,"Amarillo, TX 79118, USA",34.6,62323.0,25783,35.1042931,-101.7296049,0
49639,"Hersey, MI 49639, USA",40.7,41570.0,17687,43.8312621,-85.37562490000000,0
36619,"Mobile, AL 36619, USA",37.9,55962.0,24392,30.5960565,-88.19741480000000,38
96783,"Pepeekeo, HI 96783, USA",40.4,31705.0,17613,19.8344853,-155.1135807,0
19372,"Thorndale, PA 19372, USA",35.3,75347.0,44586,39.9991738,-75.7618593,25
86507,"Lukachukai, AZ 86507, USA",24.1,22009.0,8346,36.4106866,-109.2593642,0
06377,"Sterling, CT 06377, USA",38.5,71509.0,28464,46.9614316,8.5753299,17
54822,"Cameron, WI 54822, USA",39.9,48598.0,22565,45.41805060000000,-91.72119480000000,6
33029,"Hollywood, FL 33029, USA",36.6,88264.0,30976,25.9839048,-80.4326521,14
49080,"Plainwell, MI 49080, USA",40.9,53743.0,25048,42.446414,-85.58179110000000,6
23146,"Rockville, VA 23146, USA",47.0,77207.0,37414,37.7363302,-77.7223162,2
36858,"Hatchechubbee, AL 36858, USA",37.4,71563.0,25395,32.2912801,-85.2929384,0
74438,"Hitchita, OK 74438, USA",31.6,46875.0,14888,35.5198613,-95.7513539,0
41540,"Lick Creek, KY 41540, USA",40.2,62672.0,24235,37.3845617,-82.3289111,2
61929,"Hammond, IL 61929, USA",45.7,47891.0,23964,39.8295453,-88.6530753,1
78742,"Austin, TX 78742, USA",33.6,19688.0,15485,30.2406057,-97.6602365,14
62330,"Dallas City, IL 62330, USA",39.5,39271.0,20130,40.588868,-91.09694000000000,1
63935,"Doniphan, MO 63935, USA",42.5,31208.0,16144,36.6488463,-90.9438468,0
55346,"Eden Prairie, MN 55346, USA",40.8,100775.0,46370,44.8814895,-93.4902391,71
57075,"Wentworth, SD 57075, USA",52.9,49375.0,39309,43.9776779,-96.9853474,0
82934,"Granger, WY 82934, USA",33.1,32450.0,13016,41.5937675,-109.9973244,0
13637,"Evans Mills, NY 13637, USA",28.4,55104.0,23870,44.0963283,-75.8301537,4
28635,"Hays, NC 28635, USA",35.6,30565.0,14292,36.3338025,-81.1306391,0
07718,"Belford, NJ 07718, USA",40.5,87398.0,36267,29.091596,-98.8632494,4
27317,"Randleman, NC 27317, USA",40.5,42295.0,22432,35.8392781,-79.7960523,4
